id,file,key_or_location,locale,surfaces_and_states,original,final,coverage_status,slop_finding,pattern_and_reason,repair,no_slop_verdict,exception_reason,verification_evidence
"customers-body:ar","src/content/landing.json","customers.body","ar","customers section","يمكن للعميل استخدام هوية واحدة داخل النشاط التجاري، بينما يحتفظ كل متجر بملفه وعناوينه ومفضلته وموافقاته وولائه ومراجعاته وتاريخه التجاري بشكل مستقل.","يمكن للعميل استخدام هوية واحدة داخل النشاط التجاري، بينما يحتفظ كل متجر بملفه وعناوينه ومفضلته وموافقاته وولائه ومراجعاته وتاريخه التجاري بشكل مستقل.","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"customers-premise:en","src/content/landing.json","customers.premise","en","customers section","","","empty-unused","not assessed","","","not assessed","Structural placeholder; the corresponding component renders no content for this field.","Source audit; rendered locale and state checks."
"customers-premise:ar","src/content/landing.json","customers.premise","ar","customers section","","","empty-unused","not assessed","","","not assessed","Structural placeholder; the corresponding component renders no content for this field.","Source audit; rendered locale and state checks."
"customers-detail-1:en","src/content/landing.json","customers.details.customers-detail-1","en","customers detail disclosure or source inventory","Customer search and directory.","Customer search and directory.","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"customers-detail-1:ar","src/content/landing.json","customers.details.customers-detail-1","ar","customers detail disclosure or source inventory","دليل العملاء والبحث فيه.","دليل العملاء والبحث فيه.","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"customers-detail-2:en","src/content/landing.json","customers.details.customers-detail-2","en","customers detail disclosure or source inventory","Registration, login, logout, email confirmation, forgot password, password reset, recovery, and invitation acceptance.","Registration, login, logout, email confirmation, forgot password, password reset, recovery, and invitation acceptance.","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"customers-detail-2:ar","src/content/landing.json","customers.details.customers-detail-2","ar","customers detail disclosure or source inventory","التسجيل وتسجيل الدخول والخروج وتأكيد البريد ونسيان كلمة المرور وإعادة تعيينها والاستعادة وقبول الدعوة.","التسجيل وتسجيل الدخول والخروج وتأكيد البريد ونسيان كلمة المرور وإعادة تعيينها والاستعادة وقبول الدعوة.","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"customers-detail-3:en","src/content/landing.json","customers.details.customers-detail-3","en","customers detail disclosure or source inventory","Store-specific profile editing and address create, edit, delete, and default selection.","Store-specific profile editing and address create, edit, delete, and default selection.","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"customers-detail-3:ar","src/content/landing.json","customers.details.customers-detail-3","ar","customers detail disclosure or source inventory","تعديل ملف العميل الخاص بالمتجر وإنشاء العناوين وتعديلها وحذفها واختيار العنوان الافتراضي.","تعديل ملف العميل الخاص بالمتجر وإنشاء العناوين وتعديلها وحذفها واختيار العنوان الافتراضي.","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"customers-detail-4:en","src/content/landing.json","customers.details.customers-detail-4","en","customers detail disclosure or source inventory","Favorites with guest-to-account merge.","Favorites with guest-to-account merge.","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"customers-detail-4:ar","src/content/landing.json","customers.details.customers-detail-4","ar","customers detail disclosure or source inventory","المفضلة مع دمج اختيارات الزائر في الحساب.","المفضلة مع دمج اختيارات الزائر في الحساب.","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"customers-detail-5:en","src/content/landing.json","customers.details.customers-detail-5","en","customers detail disclosure or source inventory","Loyalty earning rules, point-value settings, balance, transaction history, and administrative point adjustment.","Loyalty earning rules, point-value settings, balance, transaction history, and administrative point adjustment.","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
